transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
EKC27467	CGI_10001496	.	Pre	Post	116.09	DOWN	1366.92	0.510052	
CUFF.14360.3	CGI_10011187	.	Pre	Post	1.01	UP	1362.52	0.99169	
EKC41814	CGI_10026432	.	Pre	Post	1.51	DOWN	1356.86	0.726658	
EKC30780	CGI_10021685	.	Pre	Post	1.84	DOWN	1350.89	0.73262	
CUFF.28551.1	CGI_10021560	.	Pre	Post	1.40	UP	1338.93	0.726658	
TCONS_00009767	XLOC_005188	CGI_10009997	Pre	Post	2.12	DOWN	1338.15	0.726658	
TCONS_00000983	XLOC_000860	CGI_10000436	Pre	Post	1.02	DOWN	1336.07	0.97545	
EKC17550	CGI_10000595	.	Pre	Post	2.14	UP	1334.26	0.197977	
TCONS_00041299	XLOC_020345	-	Pre	Post	1.54	DOWN	1330.55	0.828957	
TCONS_00022468	XLOC_011329	-	Pre	Post	4.52	DOWN	1303.28	0.00719642	
EKC35183	CGI_10009495	.	Pre	Post	3.44	UP	1300.06	0.0220033	
TCONS_00022943	XLOC_011582	-	Pre	Post	1.11	UP	1299.26	0.958022	
EKC17535	CGI_10000615	.	Pre	Post	1.03	UP	1297.40	0.976314	
TCONS_00057341	XLOC_027522	CGI_10011641	Pre	Post	5.09	UP	1295.80	0.735768	
TCONS_00054539	XLOC_026315	-	Pre	Post	10.95	UP	1295.40	0.317207	
EKC36190	CGI_10005411	.	Pre	Post	1.70	UP	1291.48	0.7166	
CUFF.18524.2	CGI_10006016	.	Pre	Post	1.30	UP	1280.79	0.835792	
TCONS_00002215	XLOC_001644	CGI_10026432	Pre	Post	2.01	UP	1268.71	0.86768	
CUFF.27301.3	CGI_10020694	.	Pre	Post	4.20	DOWN	1262.22	0.00719642	
CUFF.5191.4	CGI_10019465	.	Pre	Post	2.45	DOWN	1246.84	0.726658	
TCONS_00000059	XLOC_000059	-	Pre	Post	3.87	DOWN	1224.05	0.0908764	
CUFF.20250.12	CGI_10009634	.	Pre	Post	1.89	DOWN	1216.78	0.938871	
CUFF.385.1	CGI_10000153	.	Pre	Post	2.86	DOWN	1209.63	0.321109	
CUFF.19635.1	CGI_10008152	RPLS	Pre	Post	1.19	UP	1208.73	0.934763	
EKC28449	CGI_10027729	.	Pre	Post	1.29	UP	1194.63	0.80512	
CUFF.26848.9	CGI_10013164	.	Pre	Post	1.25	DOWN	1182.60	0.902419	
EKC37205	CGI_10004216	.	Pre	Post	1.10	UP	1180.47	0.922118	
TCONS_00038358	XLOC_018843	-	Pre	Post	3.06	DOWN	1179.31	0.676985	
TCONS_00025095	XLOC_012586	-	Pre	Post	7.80	UP	1176.74	0.834146	
TCONS_00036000	XLOC_017545	-	Pre	Post	3.23	DOWN	1175.36	0.247697	
TCONS_00061945	XLOC_029650	-	Pre	Post	4.08	UP	1174.45	0.704485	
TCONS_00018169	XLOC_009302	-	Pre	Post	2.26	UP	1168.13	0.17377	
EKC28063	CGI_10016278	.	Pre	Post	1.30	DOWN	1166.02	0.807856	
TCONS_00028140	XLOC_013958	CGI_10021893	Pre	Post	7.28	DOWN	1165.57	0.0636275	
CUFF.25313.1	CGI_10026346	.	Pre	Post	1.35	UP	1163.05	0.74204	
TCONS_00070990	XLOC_033853	-	Pre	Post	3.11	UP	1160.83	0.625619	
CUFF.22458.2	CGI_10005411	.	Pre	Post	1.19	UP	1158.22	0.874778	
CUFF.6925.1	CGI_10009537	.	Pre	Post	1.57	UP	1150.84	0.77622	
CUFF.16809.2	CGI_10021171	.	Pre	Post	1.97	DOWN	1150.61	0.725051	
EKC24063	CGI_10026304	.	Pre	Post	2.94	DOWN	1144.63	0.086261	
TCONS_00051668	XLOC_025035	-	Pre	Post	1.32	UP	1144.41	0.916232	
TCONS_00006746	XLOC_003774	CGI_10010646	Pre	Post	267.32	UP	1140.80	0.170054	
TCONS_00000004	XLOC_000004	-	Pre	Post	1.80	DOWN	1133.28	0.714254	
CUFF.3110.1	CGI_10026148	.	Pre	Post	2.70	UP	1124.86	0.7234	
EKC23483	CGI_10011547	.	Pre	Post	1.00	DOWN	1120.11	0.994669	
TCONS_00075210	XLOC_035785	-	Pre	Post	3.71	DOWN	1113.92	0.660422	
CUFF.3082.2	CGI_10021394	.	Pre	Post	1.08	UP	1106.76	0.94401	
EKC28262	CGI_10006054	.	Pre	Post	1.95	UP	1105.84	0.721924	
EKC19642	CGI_10008002	.	Pre	Post	1.16	UP	1105.20	0.871331	
TCONS_00039743	XLOC_019537	-	Pre	Post	1.70	UP	1104.53	0.769739	
CUFF.7428.2	CGI_10010476	.	Pre	Post	3.72	UP	1100.18	0.336112	
EKC28289	CGI_10016317	.	Pre	Post	2.69	UP	1099.07	0.7234	
CUFF.9461.1	CGI_10020961	.	Pre	Post	1.88	UP	1085.41	0.844101	
TCONS_00073022	XLOC_034766	-	Pre	Post	9.10	DOWN	1084.72	0.00719642	
TCONS_00055756	XLOC_026842	CGI_10014110	Pre	Post	1.05	UP	1084.61	0.95543	
TCONS_00028612	XLOC_014155	-	Pre	Post	6.33	DOWN	1082.02	0.726658	
TCONS_00049851	XLOC_024229	-	Pre	Post	10.51	UP	1080.21	0.592904	
CUFF.27587.1	CGI_10026239	.	Pre	Post	1.53	UP	1079.19	0.726658	
TCONS_00009799	XLOC_005204	-	Pre	Post	1.89	UP	1070.77	0.400455	
EKC21351	CGI_10004070	.	Pre	Post	3.67	UP	1067.69	0.726658	
CUFF.13465.1	CGI_10018833	.	Pre	Post	2.77	UP	1063.99	0.718647	
TCONS_00066639	XLOC_031834	-	Pre	Post	3.46	UP	1057.98	0.490563	
TCONS_00034394	XLOC_016733	-	Pre	Post	6.17	UP	1057.49	0.726658	
TCONS_00018468	XLOC_009463	-	Pre	Post	1.12	DOWN	1055.43	0.975819	
CUFF.2513.1	CGI_10024554	RPS11	Pre	Post	1.76	UP	1045.63	0.791441	
TCONS_00000120	XLOC_000120	-	Pre	Post	1.20	UP	1041.72	0.81844	
CUFF.16086.1	CGI_10020449	.	Pre	Post	1.27	UP	1035.86	0.905089	
EKC26554	CGI_10009797	.	Pre	Post	1.81	UP	1032.90	0.600449	
CUFF.17127.1	CGI_10004018	.	Pre	Post	1570.43	UP	1032.45	0.726658	
CUFF.3739.1	CGI_10017526	.	Pre	Post	3.49	DOWN	1031.36	0.086261	
CUFF.26401.2	CGI_10012475	.	Pre	Post	1.16	DOWN	1027.43	0.883388	
TCONS_00066412	XLOC_031731	-	Pre	Post	1.96	UP	1025.49	0.748367	
TCONS_00011866	XLOC_006190	-	Pre	Post	1.19	UP	1022.82	0.919466	
TCONS_00075584	XLOC_035969	-	Pre	Post	1.26	DOWN	1021.83	0.912441	
EKC39312	CGI_10024481	.	Pre	Post	2.68	UP	1021.28	0.164061	
CUFF.11742.1	CGI_10023724	PUTHMG	Pre	Post	12.05	UP	1016.11	0.00719642	
EKC34381	CGI_10017684	.	Pre	Post	18.37	UP	1016.11	0.00719642	
EKC41511	CGI_10021394	.	Pre	Post	1.57	UP	1016.11	0.787092	
TCONS_00003135	XLOC_002066	CGI_10024999	Pre	Post	1.01	DOWN	1015.67	0.994822	
TCONS_00037786	XLOC_018519	-	Pre	Post	2.91	UP	1015.28	0.721924	
TCONS_00038455	XLOC_018893	CGI_10001667	Pre	Post	1.86	UP	1013.08	0.861181	
EKC25407	CGI_10010163	.	Pre	Post	1.12	DOWN	1011.93	0.930816	
TCONS_00029429	XLOC_014503	CGI_10008727	Pre	Post	1.55	DOWN	1011.62	0.714254	
TCONS_00003134	XLOC_002066	CGI_10024999	Pre	Post	1.41	UP	1005.03	0.936297	
TCONS_00072082	XLOC_034356	CGI_10022249	Pre	Post	2.00	UP	997.75	0.45994	
TCONS_00000091	XLOC_000091	-	Pre	Post	6.59	DOWN	995.92	0.726658	
EKC30812	CGI_10019704	.	Pre	Post	7.57	DOWN	992.19	0.121244	
CUFF.3806.1	CGI_10009812	.	Pre	Post	3.10	DOWN	989.15	0.60661	
TCONS_00011491	XLOC_005999	-	Pre	Post	4.56	UP	987.04	0.724393	
TCONS_00065183	XLOC_031135	-	Pre	Post	1.16	UP	986.47	0.940382	
CUFF.18046.2	CGI_10005388	.	Pre	Post	1.06	UP	985.95	0.949845	
CUFF.20250.9	CGI_10009633	.	Pre	Post	1.95	DOWN	984.88	0.932496	
CUFF.11539.9	CGI_10020922	.	Pre	Post	1.15	UP	981.33	0.93253	
EKC17718	CGI_10000304	.	Pre	Post	2.00	DOWN	979.69	0.249533	
TCONS_00023691	XLOC_011904	-	Pre	Post	1.43	DOWN	977.04	0.766189	
TCONS_00000006	XLOC_000006	-	Pre	Post	2.15	UP	975.65	0.354567	
TCONS_00053538	XLOC_025855	-	Pre	Post	4.49	DOWN	975.29	0.549543	
CUFF.19424.4	CGI_10007669	.	Pre	Post	1.72	DOWN	969.75	0.65747	
TCONS_00026404	XLOC_013181	-	Pre	Post	4.34	UP	966.06	0.159413	
CUFF.1070.1	CGI_10001554	.	Pre	Post	1.13	UP	957.93	0.893155	
EKC19977	CGI_10007141	.	Pre	Post	3.47	UP	955.26	0.121244	
TCONS_00065343	XLOC_031212	-	Pre	Post	1.59	DOWN	953.16	0.903181	
TCONS_00074270	XLOC_035349	-	Pre	Post	3.06	UP	950.28	0.370686	
TCONS_00072270	XLOC_034435	-	Pre	Post	2.10	UP	947.18	0.656677	
TCONS_00055221	XLOC_026599	-	Pre	Post	1.03	DOWN	947.07	0.981742	
CUFF.21830.2	CGI_10014218	.	Pre	Post	3.30	UP	946.42	0.353628	
TCONS_00000290	XLOC_000284	-	Pre	Post	4.31	DOWN	943.20	0.595024	
EKC36560	CGI_10020105	.	Pre	Post	1.13	DOWN	941.79	0.905916	
CUFF.6057.3	CGI_10001497	.	Pre	Post	43.13	DOWN	940.57	0.00719642	
CUFF.12909.1	CGI_10013347	.	Pre	Post	1.44	UP	938.02	0.726658	
TCONS_00000055	XLOC_000055	-	Pre	Post	1.25	DOWN	935.61	0.819606	
CUFF.1304.5	CGI_10028769	.	Pre	Post	1.76	UP	934.80	0.726658	
CUFF.27299.2	CGI_10020692	.	Pre	Post	2.76	DOWN	930.37	0.340324	
TCONS_00051213	XLOC_024823	CGI_10008102	Pre	Post	4.18	UP	928.67	0.619117	
EKC25943	CGI_10007530	.	Pre	Post	4.00	DOWN	927.26	0.0997162	
EKC22934	CGI_10001165	.	Pre	Post	1.22	UP	925.13	0.833555	
TCONS_00062545	XLOC_029904	-	Pre	Post	4.53	UP	919.61	0.00719642	
CUFF.6567.3	CGI_10015426	.	Pre	Post	1.97	DOWN	917.45	0.721098	
CUFF.3958.1	CGI_10027462	.	Pre	Post	2.90	UP	916.76	0.173021	
CUFF.14899.3	CGI_10001659	.	Pre	Post	1.16	DOWN	915.09	0.915071	
TCONS_00071845	XLOC_034250	-	Pre	Post	1.44	UP	907.64	0.920022	
CUFF.17765.1	CGI_10022808	.	Pre	Post	3.34	DOWN	906.39	0.727913	
CUFF.26495.1	CGI_10028037	.	Pre	Post	2.13	DOWN	903.64	0.478302	
CUFF.15585.4	CGI_10002455	.	Pre	Post	1.32	DOWN	903.61	0.821738	
CUFF.20996.3	CGI_10011802	.	Pre	Post	2.06	UP	899.70	0.726658	
CUFF.24246.2	CGI_10009568	.	Pre	Post	10.94	UP	897.35	0.0356942	
CUFF.25503.1	CGI_10023300	.	Pre	Post	1.13	DOWN	892.04	0.91697	
TCONS_00017682	XLOC_009052	28S_rRNA	Pre	Post	8.61	UP	882.32	0.0260753	
TCONS_00051206	XLOC_024820	-	Pre	Post	7.17	UP	878.25	0.590983	
CUFF.1808.2	CGI_10019704	.	Pre	Post	2.72	DOWN	877.86	0.691797	
TCONS_00063654	XLOC_030436	-	Pre	Post	4.80	UP	877.30	0.17694	
TCONS_00036868	XLOC_018021	-	Pre	Post	6.23	UP	875.21	0.359136	
EKC18604	CGI_10011732	.	Pre	Post	2.58	DOWN	872.20	0.387826	
TCONS_00005167	XLOC_003024	-	Pre	Post	3.43	UP	866.17	0.074724	
TCONS_00066450	XLOC_031748	-	Pre	Post	2.83	UP	861.42	0.497911	
TCONS_00033603	XLOC_016369	-	Pre	Post	3.24	DOWN	859.66	0.480143	
TCONS_00015998	XLOC_008240	-	Pre	Post	1.53	DOWN	859.49	0.71716	
CUFF.20753.3	CGI_10010873	.	Pre	Post	1.13	UP	859.13	0.95543	
TCONS_00059922	XLOC_028749	-	Pre	Post	1.48	DOWN	855.07	0.747801	
TCONS_00034259	XLOC_016661	-	Pre	Post	6.98	DOWN	855.06	0.726658	
TCONS_00026355	XLOC_013153	-	Pre	Post	1.58	UP	854.18	0.735877	
TCONS_00005717	XLOC_003278	CGI_10021809	Pre	Post	2.05	UP	850.11	0.329572	
TCONS_00038460	XLOC_018896	-	Pre	Post	4.08	UP	849.11	0.747801	
CUFF.18827.4	CGI_10006479	.	Pre	Post	1.82	UP	848.30	0.672589	
TCONS_00007560	XLOC_004185	-	Pre	Post	1.12	UP	846.54	0.961849	
EKC27468	CGI_10001497	.	Pre	Post	561.52	DOWN	842.00	0.722537	
TCONS_00019331	XLOC_009841	-	Pre	Post	1.01	DOWN	840.37	0.989502	
TCONS_00009520	XLOC_005069	CGI_10027427	Pre	Post	1.53	UP	840.28	0.700304	
CUFF.13218.1	CGI_10024591	.	Pre	Post	1.45	UP	838.21	0.919502	
CUFF.1471.3	CGI_10024998	.	Pre	Post	1.35	DOWN	836.79	0.874991	
TCONS_00006455	XLOC_003640	-	Pre	Post	10.58	DOWN	835.75	0.00719642	
CUFF.5191.3	CGI_10019465	.	Pre	Post	1.75	DOWN	835.64	0.862297	
EKC32774	CGI_10013164	.	Pre	Post	1.42	DOWN	833.98	0.915071	
CUFF.6444.2	CGI_10024887	.	Pre	Post	1.48	DOWN	827.27	0.726658	
TCONS_00000924	XLOC_000809	-	Pre	Post	1.52	UP	824.75	0.790867	
TCONS_00067958	XLOC_032453	-	Pre	Post	1.21	DOWN	824.11	0.88861	
TCONS_00059523	XLOC_028561	-	Pre	Post	3.52	UP	820.37	0.726658	
TCONS_00024135	XLOC_012138	-	Pre	Post	39.88	DOWN	817.80	0.726658	
CUFF.7428.1	CGI_10010476	.	Pre	Post	3.98	UP	815.02	0.0329148	
TCONS_00066853	XLOC_031947	-	Pre	Post	2.35	UP	814.75	0.744254	
CUFF.26103.3	CGI_10014320	.	Pre	Post	2.26	DOWN	810.52	0.457112	
CUFF.16006.1	CGI_10012684	.	Pre	Post	1.30	UP	809.46	0.814175	
TCONS_00017761	XLOC_009097	-	Pre	Post	2.07	UP	807.97	0.714254	
TCONS_00035999	XLOC_017545	-	Pre	Post	10.26	DOWN	805.07	0.110545	
CUFF.27507.1	CGI_10028190	.	Pre	Post	3.03	UP	804.79	0.230479	
EKC38550	CGI_10017107	.	Pre	Post	18.20	DOWN	804.68	0.0260753	
TCONS_00000090	XLOC_000090	-	Pre	Post	1.32	UP	804.60	0.865974	
EKC17910	CGI_10000055	.	Pre	Post	2.51	DOWN	802.80	0.0608424	
EKC32251	CGI_10026239	.	Pre	Post	1.32	DOWN	802.37	0.908161	
TCONS_00012686	XLOC_006549	CGI_10016317	Pre	Post	5.55	UP	798.28	0.854096	
TCONS_00064794	XLOC_030942	-	Pre	Post	1.84	UP	795.99	0.386752	
TCONS_00062606	XLOC_029935	CGI_10023163	Pre	Post	4.38	DOWN	788.96	0.804397	
TCONS_00064105	XLOC_030646	CGI_10005591	Pre	Post	1.56	UP	788.57	0.795456	
EKC30671	CGI_10002263	.	Pre	Post	1.10	UP	785.66	0.94445	
EKC18007	CGI_10016767	.	Pre	Post	1.29	UP	783.33	0.744254	
CUFF.19721.2	CGI_10008376	.	Pre	Post	1.35	DOWN	781.07	0.77556	
EKC24554	CGI_10019936	.	Pre	Post	1.09	UP	780.77	0.90225	
TCONS_00070546	XLOC_033617	CGI_10013175	Pre	Post	1.59	UP	775.40	0.714254	
TCONS_00001672	XLOC_001333	-	Pre	Post	2.93	DOWN	773.79	0.764299	
CUFF.23174.4	CGI_10015992	.	Pre	Post	1.23	DOWN	770.73	0.796561	
EKC35855	CGI_10019268	.	Pre	Post	1.19	UP	770.04	0.95543	
CUFF.7819.1	CGI_10015083	.	Pre	Post	1.09	DOWN	768.46	0.924071	
TCONS_00048406	XLOC_023614	CGI_10006160	Pre	Post	2.21	DOWN	765.42	0.714254	
CUFF.19246.1	CGI_10007222	.	Pre	Post	1.40	UP	764.80	0.726658	
TCONS_00035482	XLOC_017298	-	Pre	Post	3.50	UP	763.47	0.676747	
TCONS_00000413	XLOC_000394	-	Pre	Post	1.58	DOWN	756.59	0.849995	
TCONS_00063327	XLOC_030277	-	Pre	Post	2.36	UP	750.67	0.726658	
EKC21953	CGI_10003049	.	Pre	Post	5.44	DOWN	750.55	0.080312	
TCONS_00005172	XLOC_003028	CGI_10017823	Pre	Post	1.20	DOWN	746.34	0.902885	
CUFF.11718.5	CGI_10023709	.	Pre	Post	4.44	UP	745.40	0.714254	
TCONS_00024386	XLOC_012250	-	Pre	Post	4.74	UP	743.81	0.551384	
EKC40685	CGI_10008589	RNAH	Pre	Post	1.97	UP	741.14	0.547465	
CUFF.22173.1	CGI_10010587	.	Pre	Post	1.63	DOWN	740.39	0.726658	
TCONS_00068750	XLOC_032826	-	Pre	Post	3.06	DOWN	740.20	0.129535	
TCONS_00011574	XLOC_006040	-	Pre	Post	3.58	DOWN	739.20	0.299088	
CUFF.11539.13	CGI_10020922	.	Pre	Post	1.42	UP	737.32	0.869364	
CUFF.14263.1	CGI_10012574	.	Pre	Post	1.18	DOWN	736.90	0.848083	
CUFF.22778.3	CGI_10024321	ARPC3	Pre	Post	1.28	UP	736.05	0.882953	
EKC29076	CGI_10016247	.	Pre	Post	1.39	UP	735.14	0.784844	
TCONS_00041565	XLOC_020476	CGI_10002949	Pre	Post	6.86	UP	734.32	0.156637	
TCONS_00070553	XLOC_033623	-	Pre	Post	1.49	DOWN	734.22	0.714254	
CUFF.1596.3	CGI_10028469	.	Pre	Post	1.39	UP	733.50	0.786832	
CUFF.5688.1	CGI_10002715	.	Pre	Post	3.29	UP	732.96	0.121244	
TCONS_00023626	XLOC_011879	CGI_10014879	Pre	Post	1.15	UP	731.91	0.870139	
EKC38518	CGI_10012574	.	Pre	Post	1.63	DOWN	724.87	0.869501	
TCONS_00002628	XLOC_001827	-	Pre	Post	1.41	UP	724.86	0.801245	
TCONS_00033843	XLOC_016477	-	Pre	Post	9.57	UP	723.90	0.00719642	
CUFF.24161.5	CGI_10027605	.	Pre	Post	1.71	UP	716.14	0.769986	
TCONS_00031527	XLOC_015368	-	Pre	Post	1.67	UP	715.13	0.805282	
TCONS_00003911	XLOC_002407	CGI_10028555	Pre	Post	4.78	DOWN	712.26	0.726658	
CUFF.23648.1	CGI_10008752	.	Pre	Post	1.13	UP	712.25	0.886303	
EKC17823	CGI_10000153	.	Pre	Post	74.96	DOWN	712.10	0.720682	
TCONS_00042218	XLOC_020806	-	Pre	Post	11.89	UP	711.26	0.00719642	
TCONS_00015308	XLOC_007871	CGI_10025401	Pre	Post	1.33	UP	710.54	0.846157	
TCONS_00048465	XLOC_023643	CGI_10006117	Pre	Post	1.80	UP	710.37	0.878983	
TCONS_00056908	XLOC_027319	-	Pre	Post	2.44	DOWN	709.33	0.905583	
EKC17839	CGI_10000136	.	Pre	Post	1.03	UP	707.46	0.9895	
EKC36296	CGI_10027192	RPL5	Pre	Post	1.30	UP	705.85	0.745425	
TCONS_00068585	XLOC_032744	CGI_10017067	Pre	Post	1.48	UP	705.57	0.726658	
TCONS_00006652	XLOC_003743	-	Pre	Post	2.45	UP	702.93	0.086261	
CUFF.11539.12	CGI_10020922	.	Pre	Post	55.30	UP	701.38	0.729566	
EKC25184	CGI_10010529	.	Pre	Post	1.34	DOWN	698.29	0.932542	
CUFF.3944.2	CGI_10027450	.	Pre	Post	1.38	DOWN	695.98	0.758273	
TCONS_00021931	XLOC_011063	BTG1	Pre	Post	2.06	UP	692.77	0.541756	
CUFF.16298.2	CGI_10024233	.	Pre	Post	3.02	DOWN	690.06	0.313274	
TCONS_00007279	XLOC_004043	-	Pre	Post	2.03	DOWN	689.41	0.779628	
TCONS_00000932	XLOC_000817	-	Pre	Post	4.22	DOWN	687.09	0.0180341	
TCONS_00070527	XLOC_033611	CGI_10013165	Pre	Post	10.28	DOWN	682.10	0.00719642	
TCONS_00009889	XLOC_005237	CGI_10024307	Pre	Post	1.05	DOWN	680.13	0.946975	
TCONS_00066211	XLOC_031628	-	Pre	Post	3.02	DOWN	680.07	0.714254	
CUFF.12477.3	CGI_10025378	.	Pre	Post	1.20	DOWN	679.45	0.943625	
TCONS_00016926	XLOC_008682	-	Pre	Post	1.28	DOWN	679.15	0.917883	
EKC33263	CGI_10012643	.	Pre	Post	1.13	UP	677.26	0.928619	
TCONS_00003617	XLOC_002262	-	Pre	Post	1.50	UP	676.94	0.884173	
TCONS_00006744	XLOC_003774	CGI_10010646	Pre	Post	116.78	UP	675.77	0.0447988	
TCONS_00017195	XLOC_008802	-	Pre	Post	1.36	UP	675.72	0.842587	
CUFF.20136.1	CGI_10023098	.	Pre	Post	1.52	UP	675.69	0.742298	
TCONS_00057181	XLOC_027442	-	Pre	Post	3.26	DOWN	670.47	0.726658	
CUFF.4512.1	CGI_10005425	.	Pre	Post	3.19	DOWN	668.59	0.123074	
TCONS_00038254	XLOC_018782	-	Pre	Post	4.59	UP	668.45	0.681829	
TCONS_00060481	XLOC_028996	-	Pre	Post	3.97	UP	667.77	0.614889	
TCONS_00033604	XLOC_016369	-	Pre	Post	23.70	DOWN	667.72	0.00719642	
CUFF.23854.2	CGI_10018772	.	Pre	Post	8.17	DOWN	667.26	0.00719642	
CUFF.1472.3	CGI_10024999	.	Pre	Post	1.59	DOWN	665.39	0.845378	
CUFF.28023.3	CGI_10009062	.	Pre	Post	1.33	DOWN	664.78	0.799182	
TCONS_00000185	XLOC_000182	-	Pre	Post	3.24	DOWN	663.39	0.726658	
EKC17915	CGI_10000050	.	Pre	Post	1.00	DOWN	663.24	0.996816	
EKC27067	CGI_10012084	.	Pre	Post	2.54	UP	662.05	0.173021	
CUFF.16116.2	CGI_10020475	.	Pre	Post	3.36	DOWN	661.77	0.235501	
CUFF.16780.2	CGI_10003763	.	Pre	Post	1.25	DOWN	661.12	0.902027	
TCONS_00011266	XLOC_005912	-	Pre	Post	9.55	DOWN	658.71	0.598125	
TCONS_00050599	XLOC_024562	-	Pre	Post	1.04	DOWN	657.51	0.980198	
EKC40729	CGI_10020609	.	Pre	Post	1.17	UP	654.48	0.85643	
CUFF.23618.3	CGI_10017971	.	Pre	Post	2.46	UP	652.76	0.599863	
TCONS_00014853	XLOC_007641	-	Pre	Post	1.62	UP	650.18	0.86261	
CUFF.8184.1	CGI_10010679	.	Pre	Post	1.74	UP	650.07	0.71716	
TCONS_00071079	XLOC_033908	CGI_10008663	Pre	Post	1.41	DOWN	649.26	0.838222	
EKC29354	CGI_10010434	.	Pre	Post	1.08	UP	648.34	0.93283	
TCONS_00073023	XLOC_034767	-	Pre	Post	9.48	DOWN	646.52	0.00719642	
TCONS_00063656	XLOC_030438	-	Pre	Post	2.79	UP	645.99	0.714254	
TCONS_00006994	XLOC_003906	-	Pre	Post	1.90	DOWN	643.87	0.931517	
CUFF.4088.4	CGI_10024289	RPL31	Pre	Post	1.75	DOWN	643.67	0.902142	
CUFF.3952.1	CGI_10027458	.	Pre	Post	1.38	UP	640.07	0.779966	
TCONS_00034375	XLOC_016723	-	Pre	Post	1.44	UP	639.97	0.920022	
TCONS_00000275	XLOC_000271	-	Pre	Post	1.15	DOWN	638.05	0.84405	
TCONS_00017272	XLOC_008849	CGI_10004164	Pre	Post	104.32	UP	636.73	0.318253	
CUFF.18046.5	CGI_10005388	.	Pre	Post	1.83	UP	636.65	0.790793	
CUFF.7274.2	CGI_10012871	.	Pre	Post	1.21	DOWN	633.75	0.807856	
EKC39676	CGI_10025135	.	Pre	Post	1.67	DOWN	631.92	0.719755	
TCONS_00009218	XLOC_004936	-	Pre	Post	2.30	DOWN	627.39	0.373122	
CUFF.16792.1	CGI_10021159	.	Pre	Post	1.35	UP	627.32	0.907509	
EKC19808	CGI_10007570	.	Pre	Post	1.02	UP	626.30	0.979694	
TCONS_00000367	XLOC_000356	-	Pre	Post	1.43	UP	626.00	0.726658	
CUFF.14428.1	CGI_10011110	.	Pre	Post	4.66	DOWN	622.00	0.00719642	
EKC24020	CGI_10014263	.	Pre	Post	1.13	UP	620.74	0.907429	
CUFF.12806.1	CGI_10027939	.	Pre	Post	1.08	DOWN	620.28	0.91662	
EKC38229	CGI_10025726	.	Pre	Post	1.21	DOWN	619.73	0.861092	
TCONS_00001472	XLOC_001204	-	Pre	Post	3.20	UP	619.58	0.0356942	
CUFF.23690.1	CGI_10019827	.	Pre	Post	1.25	UP	615.44	0.829352	
CUFF.11462.4	CGI_10010975	.	Pre	Post	1.47	UP	613.31	0.844913	
EKC23899	CGI_10015909	.	Pre	Post	1.49	DOWN	611.13	0.714254	
EKC30036	CGI_10012330	.	Pre	Post	1.06	UP	610.41	0.93561	
TCONS_00038295	XLOC_018803	CGI_10001571	Pre	Post	1.40	UP	610.40	0.901064	
EKC39296	CGI_10024464	.	Pre	Post	1.32	UP	608.99	0.799866	
CUFF.9610.1	CGI_10010949	.	Pre	Post	9.95	DOWN	608.19	0.124292	
CUFF.18649.1	CGI_10006236	.	Pre	Post	6.46	UP	607.94	0.00719642	
CUFF.1187.3	CGI_10013084	.	Pre	Post	1.19	DOWN	604.69	0.908957	
EKC29321	CGI_10004901	.	Pre	Post	1.37	UP	603.52	0.726658	
CUFF.3650.2	CGI_10023836	.	Pre	Post	159.35	DOWN	603.41	0.706066	
EKC17950	CGI_10000009	.	Pre	Post	23.25	UP	602.33	0.00719642	
CUFF.4876.2	CGI_10003519	.	Pre	Post	4.93	UP	602.24	0.7286	
CUFF.20344.2	CGI_10027078	.	Pre	Post	1.70	UP	599.90	0.726658	
CUFF.18576.5	CGI_10006075	.	Pre	Post	14.15	DOWN	596.75	0.00719642	
TCONS_00017669	XLOC_009040	-	Pre	Post	3.07	DOWN	594.16	0.0727703	
CUFF.8550.1	CGI_10017767	.	Pre	Post	2.73	UP	590.22	0.726658	
TCONS_00028981	XLOC_014303	CGI_10011540	Pre	Post	3.48	DOWN	589.73	0.0925383	
CUFF.8578.3	CGI_10007887	.	Pre	Post	5.99	DOWN	589.20	0.714254	
TCONS_00010689	XLOC_005617	-	Pre	Post	6.42	UP	587.42	0.00719642	
CUFF.5450.6	CGI_10017309	.	Pre	Post	1.15	UP	587.15	0.905102	
TCONS_00057484	XLOC_027607	CGI_10020105	Pre	Post	1.57	UP	584.63	0.733228	
CUFF.11327.4	CGI_10019606	.	Pre	Post	34.18	DOWN	584.24	0.726658	
CUFF.20508.3	CGI_10010153	.	Pre	Post	3.38	DOWN	583.71	0.0220033	
TCONS_00074178	XLOC_035301	-	Pre	Post	25.29	DOWN	579.17	0.726658	
EKC34138	CGI_10006927	.	Pre	Post	1.09	DOWN	578.25	0.968861	
CUFF.3643.2	CGI_10023830	.	Pre	Post	1.71	DOWN	578.09	0.671152	
TCONS_00003501	XLOC_002207	CGI_10028508	Pre	Post	4.24	UP	577.80	0.7234	
EKC40452	CGI_10021336	.	Pre	Post	1.75	DOWN	573.20	0.726658	
TCONS_00048976	XLOC_023855	-	Pre	Post	4.86	UP	571.99	0.629175	
TCONS_00003770	XLOC_002333	-	Pre	Post	7.23	UP	570.04	0.563008	
CUFF.18524.1	CGI_10006016	.	Pre	Post	1.51	DOWN	569.99	0.80277	
EKC17747	CGI_10000265	.	Pre	Post	1.89	UP	569.55	0.50994	
