ContigID	GOSlim_bin
contig149644	other biological processes
contig204885	cell cycle and proliferation
contig148650	RNA metabolism
contig216886	protein metabolism
contig150396	other biological processes
contig75351	protein metabolism
contig114431	RNA metabolism
contig109219	cell organization and biogenesis
contig216800	signal transduction
contig178335	transport
contig118400	other biological processes
contig16959	RNA metabolism
contig93591	other metabolic processes
contig186924	stress response
contig158199	RNA metabolism
contig148396	transport
contig186291_70748	other metabolic processes
contig23423	other metabolic processes
contig156795	other metabolic processes
contig193348	signal transduction
contig108922	other metabolic processes
contig177537	other metabolic processes
contig96501	transport
contig77744	other biological processes
contig11120	DNA metabolism
contig152309	cell adhesion
contig153796	other biological processes
contig24098	cell organization and biogenesis
contig21907	RNA metabolism
contig153420_94480_106845_154863	RNA metabolism
contig196009	stress response
contig164916	signal transduction
contig24655_189447_112899	cell adhesion
contig216503	other metabolic processes
contig152332	signal transduction
contig108589	signal transduction
contig176653	transport
contig134931	protein metabolism
contig26382_187757_137921_76998_66531_52954_148977_91410_105322_203802_151804	other biological processes
contig20321	stress response
contig111773	other biological processes
contig18771	other biological processes
contig72614	cell organization and biogenesis
contig189172	other metabolic processes
contig155287	protein metabolism
contig210528	RNA metabolism
contig108865	other metabolic processes
contig66876_68675_109947	other metabolic processes
contig146515	cell adhesion
contig176016	cell organization and biogenesis
contig70428_12324	other metabolic processes
contig153516_199493_100246_170823	RNA metabolism
contig58707_119356_115315_105658_157812	other biological processes
contig113794	protein metabolism
contig160648	other metabolic processes
contig94153	cell cycle and proliferation
contig81225	cell adhesion
contig145493	cell-cell signaling
contig124917	other biological processes
contig209340_212416	other biological processes
contig104115	other biological processes
contig196203	other metabolic processes
contig170945	other biological processes
contig105296_171521	cell organization and biogenesis
contig147162	transport
contig130873	other metabolic processes
contig158016_139737_174546	RNA metabolism
contig169620	signal transduction
contig157707_73389	cell-cell signaling
contig145232	signal transduction
contig111419	other biological processes
contig600022	cell cycle and proliferation
contig74885	death
contig208378	other biological processes
contig204641	protein metabolism
contig69993	other metabolic processes
contig600099	other metabolic processes
contig131030	protein metabolism
contig211525_148720	transport
contig59779	transport
contig156214	transport
contig210531	other biological processes
contig75554	signal transduction
contig139115	signal transduction
contig110088	transport
contig180203_218815	other biological processes
contig109806	protein metabolism
contig203123	transport
contig104641	other biological processes
contig149316	other metabolic processes
contig193726	transport
contig145830_152934_69049_75651	developmental processes
contig145266_153552	transport
contig174869	DNA metabolism
contig140394	protein metabolism
contig97794_175986_93895	protein metabolism
contig195740	RNA metabolism
contig9113	developmental processes
contig109072	other metabolic processes
contig188412	cell cycle and proliferation
contig211287	cell organization and biogenesis
contig153507	cell cycle and proliferation
contig123670	developmental processes
contig99611_146378	stress response
contig162028	protein metabolism
contig172245	RNA metabolism
contig118580	other metabolic processes
contig119843_148312	other metabolic processes
contig171407	cell organization and biogenesis
contig145325_156161	other biological processes
contig152580	RNA metabolism
contig181845	protein metabolism
contig158503	signal transduction
contig147987	other biological processes
contig169479	signal transduction
contig177145	transport
