ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig149	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	RNA metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig5232	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	RNA metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig149	"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	RNA metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig5232	"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	RNA metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig2547	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	RNA metabolism	P	40S ribosomal protein S24-B
Haliotis_kam_contig5925	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	RNA metabolism	P	40S ribosomal protein S9-A (RP21) (S13) (YP28) (YS11)
Haliotis_kam_contig1478	telomere maintenance	DNA metabolism	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig1478	telomere maintenance	cell organization and biogenesis	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig1478	double-strand break repair via homologous recombination	stress response	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig1478	double-strand break repair via homologous recombination	DNA metabolism	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig7071	DNA double-strand break processing	stress response	P	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion gene-containing protein) (HsMar1) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Mariner transposase Hsmar1 (EC 3.1.-.-)]
Haliotis_kam_contig7071	DNA double-strand break processing	DNA metabolism	P	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion gene-containing protein) (HsMar1) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Mariner transposase Hsmar1 (EC 3.1.-.-)]
Haliotis_kam_contig6183	"DNA catabolic process, endonucleolytic"	DNA metabolism	P	Deoxyribonuclease-2 (EC 3.1.22.1) (Deoxyribonuclease II) (DNase II)
Haliotis_kam_contig7071	"DNA catabolic process, endonucleolytic"	DNA metabolism	P	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion gene-containing protein) (HsMar1) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Mariner transposase Hsmar1 (EC 3.1.-.-)]
Haliotis_kam_contig904	conjugation with cellular fusion	other biological processes	P	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (FK506-binding protein) (FKBP)
Haliotis_kam_contig6589	cell morphogenesis	cell organization and biogenesis	P	Adenylyl cyclase-associated protein 2 (CAP 2)
Haliotis_kam_contig3907	cytokinesis	other biological processes	P	40S ribosomal protein S7
Haliotis_kam_contig4083	cytokinesis	other biological processes	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig5561	cytokinesis	other biological processes	P	"Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)"
Haliotis_kam_contig5564	cytokinesis	other biological processes	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig2705	cytokinesis by cell plate formation	cell cycle and proliferation	P	40S ribosomal protein S13-1
Haliotis_kam_contig8358	cytokinesis by cell plate formation	cell cycle and proliferation	P	40S ribosomal protein S13-2
Haliotis_kam_contig5418	replicative cell aging	other biological processes	P	Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog)
Haliotis_kam_contig3081	age-dependent response to oxidative stress	stress response	P	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)
Haliotis_kam_contig2936	age-dependent response to reactive oxygen species during chronological cell aging	stress response	P	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)
Haliotis_kam_contig156	skeletal system development	developmental processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig7764	skeletal system development	developmental processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig835	skeletal system development	developmental processes	P	Periostin (PN) (Osteoblast-specific factor 2) (OSF-2)
Haliotis_kam_contig8605	ossification	developmental processes	P	Kazal-type serine protease inhibitor domain-containing protein 1 (Bone and odontoblast-expressed protein 1) (Insulin-like growth factor-binding-related protein 10) (IGFBP-rP10) (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4)
Haliotis_kam_contig5818	RNA methylation	RNA metabolism	P	Probable N6-adenosine-methyltransferase MT-A70-like protein (EC 2.1.1.62)
Haliotis_kam_contig2841	prostaglandin biosynthetic process	other metabolic processes	P	Prostamide/prostaglandin F synthase (Prostamide/PG F synthase) (Prostamide/PGF synthase) (EC 1.11.1.20)
Haliotis_kam_contig2460	pseudouridine synthesis	RNA metabolism	P	H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (Nucleolar protein AT band 60B) (Protein minifly)
Haliotis_kam_contig1862	angiogenesis	developmental processes	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig2006	angiogenesis	developmental processes	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig3751	angiogenesis	developmental processes	P	Angio-associated migratory cell protein
Haliotis_kam_contig475	angiogenesis	developmental processes	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig5922	angiogenesis	developmental processes	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig6018	angiogenesis	developmental processes	P	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]
Haliotis_kam_contig8192	angiogenesis	developmental processes	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig7021	ciliary or flagellar motility	other biological processes	P	"Dynein heavy chain 8, axonemal (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)"
Haliotis_kam_contig5564	ovarian follicle development	developmental processes	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig5604	ovarian follicle development	developmental processes	P	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)
Haliotis_kam_contig5194	regulation of cell growth	other biological processes	P	
Haliotis_kam_contig8605	regulation of cell growth	other biological processes	P	Kazal-type serine protease inhibitor domain-containing protein 1 (Bone and odontoblast-expressed protein 1) (Insulin-like growth factor-binding-related protein 10) (IGFBP-rP10) (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4)
Haliotis_kam_contig156	blood vessel development	developmental processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig7764	blood vessel development	developmental processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig1087	eye development	developmental processes	P	Gamma-crystallin C (Gamma-C-crystallin) (Gamma-crystallin IIIA)
Haliotis_kam_contig5343	metanephros development	developmental processes	P	Protein odd-skipped-related 2
Haliotis_kam_contig1478	in utero embryonic development	developmental processes	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig5564	in utero embryonic development	developmental processes	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig5325	gastrulation with mouth forming first	developmental processes	P	Protein disulfide-isomerase 2 (EC 5.3.4.1) (PDI 1) (Prolyl 4-hydroxylase subunit beta-2)
Haliotis_kam_contig879	gastrulation with mouth forming first	developmental processes	P	Spliceosome RNA helicase DDX39B homolog (EC 3.6.4.13) (DEAD box protein UAP56)
Haliotis_kam_contig4083	establishment of planar polarity	developmental processes	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig5561	establishment of planar polarity	developmental processes	P	"Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)"
Haliotis_kam_contig4083	establishment of imaginal disc-derived wing hair orientation	developmental processes	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig4083	establishment of imaginal disc-derived wing hair orientation	cell organization and biogenesis	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig3423	compound eye morphogenesis	developmental processes	P	Ubiquitin-conjugating enzyme E2-17 kDa (EC 6.3.2.19) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)
Haliotis_kam_contig4083	compound eye morphogenesis	developmental processes	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig3423	compound eye photoreceptor cell differentiation	developmental processes	P	Ubiquitin-conjugating enzyme E2-17 kDa (EC 6.3.2.19) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)
Haliotis_kam_contig7848	kidney development	developmental processes	P	Ornithine decarboxylase (ODC) (EC 4.1.1.17)
Haliotis_kam_contig5343	mesonephros development	developmental processes	P	Protein odd-skipped-related 2
Haliotis_kam_contig8576	blastocyst development	developmental processes	P	26S protease regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Tat-binding protein 1) (TBP-1)
Haliotis_kam_contig1478	blastocyst growth	developmental processes	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig5564	release of cytochrome c from mitochondria	cell organization and biogenesis	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig5564	release of cytochrome c from mitochondria	death	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig432	epithelial to mesenchymal transition	developmental processes	P	Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (CArG-binding factor-A) (CBF-A)
Haliotis_kam_contig432	epithelial to mesenchymal transition	cell organization and biogenesis	P	Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (CArG-binding factor-A) (CBF-A)
Haliotis_kam_contig61	"regulation of complement activation, lectin pathway"	stress response	P	Fucolectin-1
Haliotis_kam_contig61	"regulation of complement activation, lectin pathway"	protein metabolism	P	Fucolectin-1
Haliotis_kam_contig2010	liver development	developmental processes	P	CCAAT/enhancer-binding protein gamma (C/EBP gamma) (Granulocyte colony-stimulating factor promoter element 1-binding protein) (GPE1-BP) (GPE1-binding protein) (Immunoglobulin enhancer-binding protein 1) (IG/EBP-1)
Haliotis_kam_contig5388	liver development	developmental processes	P	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
Haliotis_kam_contig1396	regulation of protein amino acid phosphorylation	protein metabolism	P	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)"
Haliotis_kam_contig8041	regulation of protein amino acid phosphorylation	protein metabolism	P	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16)
Haliotis_kam_contig1767	positive regulation of protein amino acid phosphorylation	protein metabolism	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig2165	positive regulation of protein amino acid phosphorylation	protein metabolism	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig408	positive regulation of protein amino acid phosphorylation	protein metabolism	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig4523	positive regulation of protein amino acid phosphorylation	protein metabolism	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig66	positive regulation of protein amino acid phosphorylation	protein metabolism	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig8192	endothelial cell proliferation	cell cycle and proliferation	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig6018	negative regulation of endothelial cell proliferation	cell cycle and proliferation	P	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]
Haliotis_kam_contig2006	vasculature development	developmental processes	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig4582	intramembranous ossification	developmental processes	P	Cathepsin K (EC 3.4.22.38)
Haliotis_kam_contig2614	startle response	other biological processes	P	"Fatty acid-binding protein, brain (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7)"
Haliotis_kam_contig6861	blood vessel remodeling	developmental processes	P	"Cysteine and glycine-rich protein 3 (Cardiac LIM protein) (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)"
Haliotis_kam_contig6861	regulation of the force of heart contraction	other biological processes	P	"Cysteine and glycine-rich protein 3 (Cardiac LIM protein) (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)"
Haliotis_kam_contig5343	chondrocyte differentiation	developmental processes	P	Protein odd-skipped-related 2
Haliotis_kam_contig7639	epithelial cell maturation	developmental processes	P	X-box-binding protein 1 (XBP-1)
Haliotis_kam_contig1494	nematode larval development	developmental processes	P	40S ribosomal protein S12
Haliotis_kam_contig2880	nematode larval development	developmental processes	P	14-3-3-like protein 2
Haliotis_kam_contig3389	nematode larval development	developmental processes	P	14-3-3-like protein 2
Haliotis_kam_contig355	nematode larval development	developmental processes	P	60S ribosomal protein L7
Haliotis_kam_contig3907	nematode larval development	developmental processes	P	40S ribosomal protein S7
Haliotis_kam_contig5325	nematode larval development	developmental processes	P	Protein disulfide-isomerase 2 (EC 5.3.4.1) (PDI 1) (Prolyl 4-hydroxylase subunit beta-2)
Haliotis_kam_contig6977	nematode larval development	developmental processes	P	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
